
================================ SCRIPT 4 ================================


Elapsed time (GRF fit):
Time difference of 3.347275 secs
======== Start:  sc64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.082144, validation loss: 2.129073 , lr= 1e-04
Epoch: 900 out of 1000 , average train loss: 1.871287, validation loss: 1.933275 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.876631, validation loss: 1.931203 , lr= 1e-05
==== End:  sc64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.126869, validation loss: 2.160219 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.990331, validation loss: 2.021405 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.946042, validation loss: 1.986634 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.925844, validation loss: 1.968554 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.911666, validation loss: 1.957336 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.895687, validation loss: 1.950657 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.892576, validation loss: 1.945911 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.886684, validation loss: 1.94277 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.879366, validation loss: 1.940314 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.874108, validation loss: 1.938396 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.865485, validation loss: 1.93686 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.217719, validation loss: 2.242539 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.976638, validation loss: 1.999409 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.93172, validation loss: 1.943123 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.907615, validation loss: 1.923698 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.88754, validation loss: 1.912579 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.886035, validation loss: 1.905549 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.87425, validation loss: 1.901519 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.859578, validation loss: 1.89847 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.862483, validation loss: 1.89615 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.877908, validation loss: 1.893985 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.869794, validation loss: 1.892955 , lr= 4e-06
Epoch: 1 out of 1000 , average train loss: 2.160428, validation loss: 2.16435 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.026759, validation loss: 2.066142 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.981231, validation loss: 2.023493 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.953257, validation loss: 1.999854 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.934082, validation loss: 1.983461 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.921279, validation loss: 1.971069 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.907419, validation loss: 1.962271 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.902089, validation loss: 1.955903 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.899562, validation loss: 1.951304 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.89011, validation loss: 1.94783 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.884783, validation loss: 1.945262 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.227395, validation loss: 2.4256 , lr= 1e-05
NaN validation loss at epoch: 20 
NaN validation loss at epoch: 21 
NaN validation loss at epoch: 22 
NaN validation loss at epoch: 23 
NaN validation loss at epoch: 24 
NaN validation loss at epoch: 25 
NaN validation loss at epoch: 26 
NaN validation loss at epoch: 27 
NaN validation loss at epoch: 28 
NaN validation loss at epoch: 29 
NaN validation loss at epoch: 30 
NaN validation loss at epoch: 31 
NaN validation loss at epoch: 32 
NaN validation loss at epoch: 33 
NaN validation loss at epoch: 34 
NaN validation loss at epoch: 35 
NaN validation loss at epoch: 36 
NaN validation loss at epoch: 37 
NaN validation loss at epoch: 38 
NaN validation loss at epoch: 39 
Early stopping at epoch: 39 , average train loss: NaN , validation loss: NaN , lr= 6.4e-07 
Epoch: 1 out of 1000 , average train loss: 2.400501, validation loss: 2.337262 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.142687, validation loss: 2.136856 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.015372, validation loss: 2.052548 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.953378, validation loss: 2.011303 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.923456, validation loss: 1.986616 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.904926, validation loss: 1.971419 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.892059, validation loss: 1.960951 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.894181, validation loss: 1.952588 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.882471, validation loss: 1.945377 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.8697, validation loss: 1.939475 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.870316, validation loss: 1.934095 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.189437, validation loss: 2.284726 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.025202, validation loss: 2.10322 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.967952, validation loss: 2.030295 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.929106, validation loss: 1.996658 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.912764, validation loss: 1.978774 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.916201, validation loss: 1.966724 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.884312, validation loss: 1.957699 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.879639, validation loss: 1.950289 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.892804, validation loss: 1.944028 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.87703, validation loss: 1.938952 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.870384, validation loss: 1.934571 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.792821, validation loss: 2.623189 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.145041, validation loss: 2.098212 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.952786, validation loss: 1.985035 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.919513, validation loss: 1.951294 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.888207, validation loss: 1.935439 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.886477, validation loss: 1.924805 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.867638, validation loss: 1.917401 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.8591, validation loss: 1.911842 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.865347, validation loss: 1.907424 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.86306, validation loss: 1.903951 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.848078, validation loss: 1.901291 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.304543, validation loss: 2.425978 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.024399, validation loss: 2.08609 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.938863, validation loss: 2.008788 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.917614, validation loss: 1.97979 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.895554, validation loss: 1.963608 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.878894, validation loss: 1.953305 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.884772, validation loss: 1.945371 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.866579, validation loss: 1.939365 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.85415, validation loss: 1.934834 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.839936, validation loss: 1.931299 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.845127, validation loss: 1.928582 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.552588, validation loss: 2.483802 , lr= 1e-05
NaN validation loss at epoch: 2 
NaN validation loss at epoch: 3 
NaN validation loss at epoch: 4 
NaN validation loss at epoch: 5 
NaN validation loss at epoch: 6 
NaN validation loss at epoch: 7 
NaN validation loss at epoch: 8 
NaN validation loss at epoch: 9 
NaN validation loss at epoch: 10 
NaN validation loss at epoch: 11 
NaN validation loss at epoch: 12 
NaN validation loss at epoch: 13 
NaN validation loss at epoch: 14 
NaN validation loss at epoch: 15 
NaN validation loss at epoch: 16 
NaN validation loss at epoch: 17 
NaN validation loss at epoch: 18 
NaN validation loss at epoch: 19 
NaN validation loss at epoch: 20 
NaN validation loss at epoch: 21 
Early stopping at epoch: 21 , average train loss: NaN , validation loss: NaN , lr= 6.4e-07 
==== End:  sc64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.312675, validation loss: 2.322792 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.001853, validation loss: 2.015551 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.917454, validation loss: 1.958649 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.887144, validation loss: 1.933628 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.868841, validation loss: 1.919568 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.849005, validation loss: 1.912109 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.85727, validation loss: 1.907928 , lr= 4e-06
Epoch: 700 out of 1000 , average train loss: 1.848553, validation loss: 1.906732 , lr= 1.6e-06
Epoch: 800 out of 1000 , average train loss: 1.84524, validation loss: 1.906074 , lr= 1.6e-06
Epoch: 900 out of 1000 , average train loss: 1.843829, validation loss: 1.905514 , lr= 1.6e-06
Epoch: 1000 out of 1000 , average train loss: 1.833246, validation loss: 1.904798 , lr= 1.6e-06
Epoch: 1 out of 1000 , average train loss: 2.491306, validation loss: 2.477479 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.018465, validation loss: 2.016378 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.936865, validation loss: 1.96138 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.894852, validation loss: 1.940288 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.891207, validation loss: 1.928576 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.883829, validation loss: 1.921135 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.855323, validation loss: 1.915771 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.859141, validation loss: 1.911262 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.854335, validation loss: 1.908197 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.844471, validation loss: 1.905696 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.858156, validation loss: 1.903601 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.480206, validation loss: 2.544744 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.987543, validation loss: 2.014394 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.920758, validation loss: 1.965526 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.894824, validation loss: 1.943453 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.887266, validation loss: 1.929215 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.867178, validation loss: 1.920135 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.865499, validation loss: 1.914022 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.861118, validation loss: 1.909627 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.850932, validation loss: 1.906169 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.861342, validation loss: 1.903841 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.847629, validation loss: 1.90226 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.227617, validation loss: 2.367784 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.00497, validation loss: 2.104704 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.938398, validation loss: 2.013669 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.910396, validation loss: 1.980277 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.892126, validation loss: 1.963696 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.889901, validation loss: 1.952985 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.859869, validation loss: 1.944425 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.860289, validation loss: 1.937879 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.855867, validation loss: 1.932426 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.849646, validation loss: 1.927601 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.853535, validation loss: 1.923651 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.002889, validation loss: 2.084503 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.945449, validation loss: 2.017762 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.909965, validation loss: 1.985506 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.900803, validation loss: 1.966829 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.887617, validation loss: 1.954938 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.875997, validation loss: 1.946139 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.868707, validation loss: 1.939024 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.866999, validation loss: 1.932852 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.85336, validation loss: 1.927642 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.857017, validation loss: 1.923181 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.847675, validation loss: 1.919304 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.143832, validation loss: 2.24595 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.993026, validation loss: 2.069344 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.954321, validation loss: 2.002121 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.911097, validation loss: 1.974712 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.906848, validation loss: 1.959885 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.898467, validation loss: 1.949067 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.885263, validation loss: 1.94061 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.879586, validation loss: 1.933097 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.869449, validation loss: 1.926704 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.870991, validation loss: 1.921294 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.865821, validation loss: 1.916404 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_3_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.342602, validation loss: 2.449133 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.007675, validation loss: 2.088931 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.942028, validation loss: 2.008207 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.899591, validation loss: 1.978368 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.898981, validation loss: 1.961269 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.864354, validation loss: 1.949378 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.876834, validation loss: 1.940149 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.859403, validation loss: 1.932599 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.851763, validation loss: 1.926959 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.841946, validation loss: 1.922476 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.865908, validation loss: 1.918821 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.364098, validation loss: 2.460772 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.024839, validation loss: 2.061265 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.941021, validation loss: 1.994238 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.913216, validation loss: 1.970232 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.881651, validation loss: 1.954852 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.878221, validation loss: 1.943652 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.869064, validation loss: 1.935566 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.860286, validation loss: 1.929113 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.857276, validation loss: 1.923805 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.845871, validation loss: 1.920254 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.84153, validation loss: 1.91708 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.441869, validation loss: 2.435932 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.052374, validation loss: 2.097562 , lr= 1e-05
